,Player,Player ID,Team ID,Team Abbrev,GP,MIN,Height (in),Weight (lbs),Player Postion,Advanced ASTpercent,Advanced OREBpercent,Advanced DREBpercent,Advanced REBpercent,Advanced TSpercent,Advanced USGpercent,Advanced PACE,Advanced PIE,Scoring percentPTS2PT_MR,Scoring percentPTS3PT,Scoring percentPTSFBPs,Scoring percentPTSFT,Scoring percentPTSOffTO,Scoring percentPTSPITP,Scoring 2FGMpercentAST,Scoring 3FGMpercentAST,Scoring FGMpercentAST,Scoring DriveFGPCT,Scoring CatchShootFGPCT,Scoring PullUpFGPCT,Scoring ITPFGPCT,Scoring PostFGPCT,Scoring ElbowFGPCT,Scoring RA FGPCT,Scoring ITP(NonRA) FGPCT,Scoring MR FGPCT,Scoring LC3 FGPCT,Scoring RC3 FGPCT,Scoring ATB3 FGPCT,Scoring Backcourt3 FGPCT,Scoring Corner FGPCT,spotupoffense Poss,spotupoffense PPP,touches Time_OfPoss,touches Avg_Sec_PerTouch,touches Avg_Drib_PerTouch,PickNRollHandler Poss,PickNRollHandler PPP,PickNRollHandler FG PCT,PickNRollHandler FT Poss,PickNRollHandler TOV Poss,PickNRollHandler SFF Poss,ISO Percentile,ISO Poss,ISO PPP,ISO FG PCT,Passing ASTPTS Created,Passing percent ASTtoPassADJ,TransitionOffensive Poss,TransitionOffensive PPP,PickNRollMan Percentile,PickNRollMan Poss,PickNRollMan PPP,postupdefense Poss,postupdefense PPP,Postupoffense Poss,Postupoffense PPP,putbacksoffense Poss,putbacksoffense PPP,Defense UnderRim OPPFGPCT,Defense <5ft OPPFGPCT,Defense 5-9ft OPPFGPCT,Defense 10-14ft OPPFGPCT,Defense 15-19ft OPPFGPCT,Defense 20-24ft OPPFGPCT,Defense 25-29ft OPPFGPCT,Defense 30-34ft OPPFGPCT,Defense 35-39ft OPPFGPCT,Defense 40+ft OPPFGPCT,Defense STLpercent,Defense BLKpercent,Defense WinShares
266,Michael Porter Jr.,1629008.0,1610612743.0,DEN,55.0,16.4,82.0,218.0,Forward,7.6,7.2,22.7,14.7,60.9,20.6,102.29,12.4,9.0,36.7,13.2,10.0,14.8,44.4,59.0,81.6,66.1,47.599999999999994,35.9,25.0,71.39999999999999,0.0,40.0,66.9,46.2,15.8,37.3,48.0,30.8,0.0,42.6,1.4,1.21,0.7,2.13,1.15,10.6,1.077,60.0,15.4,7.7,7.7,0.0,0.0,0.0,0.0,430.0,7.3,1.5,1.1,0.0,0.0,0.0,0.3,0.9,0.0,0.0,0.9,1.0,64.2,60.4,39.2,39.0,42.0,38.7,35.0,30.8,0.0,6.3,18.2,29.799999999999997,3.2
267,Nassir Little,1629642.0,1610612757.0,POR,48.0,11.9,77.0,220.0,Forward-Guard,4.7,5.1,12.3,8.7,51.3,13.1,104.09,5.2,1.3,26.2,14.1,17.4,18.1,55.0,76.2,100.0,81.8,42.5,38.2,20.7,78.60000000000001,0.0,100.0,70.0,32.1,33.300000000000004,15.8,83.3,32.6,0.0,32.0,1.4,0.91,0.5,1.69,0.67,9.5,0.875,46.2,6.3,18.8,6.3,0.0,0.0,0.0,0.0,390.0,12.8,0.7,0.93,0.0,0.0,0.0,0.3,1.42,0.0,0.0,0.5,1.0,69.0,55.900000000000006,35.4,31.1,44.4,39.7,35.8,33.300000000000004,0.0,0.0,17.8,20.599999999999998,2.1999999999999997
268,Troy Daniels,203584.0,1610612743.0,DEN,47.0,11.3,76.0,200.0,Guard,4.6,2.5,6.4,4.5,52.9,15.3,102.73,5.8,8.3,69.2,14.2,5.9,7.1,16.6,76.2,97.4,90.0,20.0,0.0,33.300000000000004,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,25.0,0.0,0.0,1.4,1.35,0.3,1.69,0.92,9.1,0.875,41.699999999999996,0.0,25.0,0.0,0.0,0.0,0.0,0.0,150.0,9.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,65.0,16.7,42.9,28.599999999999998,30.8,30.0,0.0,0.0,0.0,11.799999999999999,4.9,5.4
269,Cheick Diallo,1627767.0,1610612756.0,PHX,47.0,10.2,80.0,219.0,Forward-Center,7.9,5.8,21.4,13.6,70.7,16.4,102.13,12.4,8.3,1.6,8.8,15.5,15.0,74.6,82.5,100.0,82.7,41.3,27.500000000000004,28.9,56.89999999999999,0.0,50.0,61.7,28.799999999999997,20.0,40.0,28.599999999999998,23.599999999999998,0.0,33.300000000000004,0.4,0.65,0.5,1.66,0.43,6.7,0.56,26.3,12.0,16.0,12.0,0.0,0.0,0.0,0.0,430.0,10.6,0.5,1.33,0.0,0.0,0.0,0.4,0.94,0.4,1.07,0.3,1.08,67.60000000000001,63.9,38.0,43.2,49.8,37.6,35.8,26.700000000000003,0.0,0.0,12.8,32.4,3.3000000000000003
270,Khem Birch,203920.0,1610612753.0,ORL,48.0,19.2,81.0,233.0,Center,6.5,8.2,14.6,11.2,53.7,9.2,98.74,6.2,1.3,0.0,5.2,26.8,22.2,71.9,69.6,0.0,69.6,0.0,0.0,0.0,50.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.33,0.43,7.3,0.56,33.300000000000004,4.0,24.0,4.0,0.0,0.0,0.0,0.0,180.0,17.599999999999998,0.3,1.3,0.0,0.0,0.0,0.6,0.87,0.3,0.6,0.8,1.03,100.0,70.0,28.599999999999998,33.300000000000004,0.0,18.2,46.2,0.0,0.0,0.0,12.7,23.7,5.3
271,Landry Shamet,1629013.0,1610612746.0,LAC,53.0,27.4,76.0,190.0,Guard,8.4,0.3,6.1,3.3,62.1,13.1,103.31,5.5,2.0,70.0,7.9,11.2,16.1,16.9,57.9,96.8,85.6,42.699999999999996,32.9,46.0,70.0,42.9,55.00000000000001,60.5,38.3,48.0,36.4,33.300000000000004,34.0,0.0,35.3,3.1,1.43,1.3,2.35,1.74,4.5,1.0,33.300000000000004,7.7,0.0,7.7,0.0,0.0,0.0,0.0,740.0,11.700000000000001,1.5,0.77,0.0,0.0,0.0,0.5,0.65,0.0,0.0,0.0,0.0,66.7,61.1,39.7,37.7,41.4,35.099999999999994,35.699999999999996,50.0,0.0,0.0,10.9,7.1,8.6
272,Norman Powell,1626181.0,1610612761.0,TOR,52.0,28.4,75.0,215.0,Guard,9.0,2.0,10.0,6.2,62.3,20.4,103.33,10.9,3.4,39.8,25.1,14.5,20.8,42.3,66.2,94.8,76.7,47.9,36.7,35.0,65.0,40.0,71.89999999999999,59.199999999999996,40.5,33.300000000000004,39.4,45.800000000000004,34.1,0.0,42.1,3.6,1.11,1.5,2.43,1.81,2.5,0.929,41.699999999999996,14.299999999999999,7.1,14.299999999999999,0.0,0.0,0.0,0.0,1730.0,14.299999999999999,4.2,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.91,65.10000000000001,59.9,39.900000000000006,39.5,42.8,40.2,33.5,21.4,0.0,11.1,20.7,13.900000000000002,12.2
273,Rajon Rondo,200765.0,1610612747.0,LAL,48.0,20.5,73.0,180.0,Guard,35.7,2.2,13.4,7.7,51.3,19.0,101.4,11.5,8.1,37.6,13.6,8.1,19.0,46.1,15.0,70.3,32.5,42.9,36.4,0.0,66.7,0.0,50.0,62.5,20.0,0.0,75.0,0.0,33.300000000000004,0.0,37.5,1.9,0.9,4.2,4.88,4.31,3.5000000000000004,0.813,50.0,6.3,25.0,6.3,0.0,0.0,0.0,0.0,550.0,7.9,1.7,0.99,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,61.5,69.1,32.7,34.1,38.5,41.5,37.9,62.5,0.0,0.0,23.7,1.6,7.000000000000001
274,Thabo Sefolosha,200757.0,1610612745.0,HOU,41.0,10.6,78.0,215.0,Forward-Guard,7.7,4.5,15.2,9.8,51.3,9.9,106.49,6.7,2.2,50.0,16.7,1.1,27.8,46.7,59.1,100.0,75.7,28.599999999999998,34.5,33.300000000000004,54.900000000000006,25.0,71.39999999999999,54.6,11.799999999999999,25.0,50.0,27.3,34.699999999999996,0.0,33.300000000000004,1.3,0.71,0.4,1.64,0.68,3.1,0.765,42.9,5.8999999999999995,11.799999999999999,5.8999999999999995,0.0,0.0,0.0,0.0,190.0,5.4,0.5,1.44,0.0,0.0,0.0,0.3,0.8,0.0,0.0,0.0,0.0,70.7,66.3,38.7,48.3,49.4,36.5,35.6,50.0,0.0,0.0,29.599999999999998,29.299999999999997,3.9
275,Alfonzo McKinnie,1628035.0,1610612739.0,CLE,40.0,14.8,79.0,215.0,Forward,3.3,5.7,13.5,9.5,47.9,14.6,101.72,4.5,6.3,22.8,9.5,12.7,17.7,58.2,66.7,100.0,73.0,46.5,31.6,38.3,60.9,51.6,57.699999999999996,59.9,43.4,39.4,30.8,46.7,25.5,0.0,36.6,1.9,0.71,0.5,1.77,0.91,3.1,0.591,25.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,830.0000000000001,7.7,0.9,0.84,0.0,0.0,0.0,0.3,0.75,0.0,0.0,0.5,1.24,67.10000000000001,61.199999999999996,38.800000000000004,41.199999999999996,36.4,39.4,38.2,17.599999999999998,100.0,0.0,25.3,18.2,2.6
276,Chris Silva,1629735.0,1610612748.0,MIA,44.0,7.9,80.0,234.0,Forward,9.3,17.4,17.6,17.5,66.6,15.9,102.38,8.1,3.5,0.0,4.4,27.4,19.5,69.0,68.3,0.0,68.3,42.9,22.2,0.0,100.0,0.0,0.0,37.5,100.0,0.0,50.0,16.7,19.0,0.0,25.0,0.0,0.0,0.4,1.73,0.5,6.1,1.0,40.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,220.00000000000003,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.26,53.800000000000004,66.2,40.0,21.099999999999998,40.0,34.4,35.0,0.0,0.0,0.0,16.1,56.8,2.1999999999999997
277,Cody Martin,1628998.0,1610612766.0,CHA,48.0,18.8,77.0,205.0,Forward,12.4,4.3,13.6,8.6,51.6,13.0,100.25,7.3,1.2,25.3,22.9,18.1,23.5,55.4,57.4,92.9,65.6,27.6,39.900000000000006,40.0,54.800000000000004,0.0,33.300000000000004,56.2,20.0,44.7,32.800000000000004,48.5,40.699999999999996,0.0,40.6,1.8,0.62,0.9,2.54,1.67,6.0,0.923,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,7.1,1.2,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8,59.8,41.699999999999996,37.6,40.2,33.4,34.1,27.3,50.0,0.0,27.900000000000002,12.3,6.3
278,Dewayne Dedmon,203473.0,1610612737.0,ATL,44.0,17.6,84.0,245.0,Center,4.0,7.4,22.9,15.1,48.9,18.1,99.66,6.2,5.8,26.2,8.7,12.6,12.6,55.3,73.0,100.0,79.0,41.199999999999996,27.400000000000002,36.7,68.30000000000001,100.0,80.0,57.099999999999994,52.1,20.0,27.800000000000004,27.3,30.099999999999998,0.0,27.500000000000004,1.2,0.43,0.7,1.59,0.38,2.4,0.522,17.599999999999998,8.7,17.4,8.7,0.0,0.0,0.0,0.0,210.0,6.5,0.5,0.94,0.0,0.0,0.0,0.7,0.87,0.3,1.0,0.9,1.0,65.8,65.60000000000001,40.2,43.9,44.800000000000004,38.1,36.0,37.5,0.0,12.5,19.8,47.099999999999994,5.4
279,Gordon Hayward,202330.0,1610612738.0,BOS,52.0,33.5,79.0,225.0,Forward,18.0,3.3,16.2,9.8,59.8,20.4,101.85,13.6,15.3,28.2,15.6,12.7,15.0,43.8,53.4,85.0,61.0,33.300000000000004,35.699999999999996,30.4,100.0,100.0,0.0,57.699999999999996,42.9,33.300000000000004,28.599999999999998,66.7,27.800000000000004,0.0,40.0,3.2,1.22,2.7,2.86,2.0,1.7000000000000002,1.1,40.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,120.0,12.3,2.4,1.32,0.0,0.0,0.0,0.5,1.26,0.3,1.0,0.6,0.86,72.7,64.7,35.0,45.5,37.0,32.9,32.2,50.0,0.0,0.0,12.5,11.1,13.5
280,Juancho Hernangomez,1627823.0,1610612750.0,MIN,48.0,17.4,81.0,214.0,Forward,6.7,5.2,15.6,10.2,47.0,14.2,103.22,6.1,1.3,41.4,12.5,16.4,17.1,40.8,59.4,100.0,75.5,0.0,20.0,0.0,100.0,0.0,0.0,33.300000000000004,100.0,0.0,0.0,0.0,50.0,0.0,0.0,1.5,0.61,0.4,1.62,0.61,4.2,0.786,50.0,14.299999999999999,28.599999999999998,14.299999999999999,0.0,0.0,0.0,0.0,80.0,4.9,0.7,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.14,75.0,75.0,33.300000000000004,66.7,50.0,40.0,27.3,100.0,0.0,0.0,13.600000000000001,11.4,4.1000000000000005
281,Mike Muscala,203488.0,1610612760.0,OKC,47.0,12.2,82.0,240.0,Forward-Center,9.9,2.5,16.2,9.3,56.2,15.6,104.24,8.3,4.5,68.2,1.1,10.2,14.2,17.0,89.5,100.0,96.6,0.0,66.7,25.0,0.0,0.0,0.0,0.0,100.0,16.7,0.0,0.0,60.0,0.0,0.0,1.4,0.93,0.5,1.18,0.22,4.8,0.833,20.0,16.7,0.0,16.7,0.0,0.0,0.0,0.0,130.0,13.0,0.3,1.33,0.0,0.0,0.0,0.4,1.2,0.0,0.0,0.0,0.0,100.0,66.7,25.0,14.299999999999999,60.0,33.300000000000004,34.8,0.0,0.0,0.0,10.7,22.6,4.9
282,Richaun Holmes,1626158.0,1610612758.0,SAC,44.0,28.2,82.0,235.0,Forward,5.3,10.2,18.7,14.4,69.2,15.8,98.28,12.3,4.1,0.0,6.8,15.7,18.8,80.2,73.5,0.0,73.5,50.0,0.0,33.300000000000004,0.0,0.0,0.0,50.0,66.7,33.300000000000004,100.0,0.0,11.1,0.0,100.0,0.3,0.7,0.9,1.41,0.33,6.800000000000001,0.667,36.4,13.3,20.0,13.3,0.0,0.0,0.0,0.0,400.0,13.4,0.6,1.73,0.0,0.0,0.0,1.3,1.0,0.4,1.06,2.3,1.29,100.0,73.1,62.5,0.0,20.0,66.7,47.4,0.0,0.0,0.0,20.5,48.699999999999996,7.6
283,Sterling Brown,1628425.0,1610612749.0,MIL,52.0,14.7,77.0,219.0,Guard-Forward,8.9,4.3,18.1,11.5,50.4,16.0,106.71,9.0,5.1,47.2,16.8,13.2,18.3,34.5,48.7,90.3,67.1,35.199999999999996,29.599999999999998,31.0,66.7,75.0,66.7,56.49999999999999,30.0,37.5,0.0,50.0,26.3,0.0,12.5,1.8,1.09,1.0,2.72,2.02,4.5,0.476,16.7,9.5,4.8,4.8,0.0,0.0,0.0,0.0,1090.0,10.100000000000001,1.6,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.08,54.800000000000004,67.0,41.199999999999996,25.900000000000002,32.6,36.6,28.199999999999996,33.300000000000004,0.0,0.0,23.599999999999998,8.4,7.5
284,Wendell Carter Jr.,1628976.0,1610612741.0,CHI,43.0,29.2,82.0,270.0,Center-Forward,6.1,10.9,21.6,16.0,59.2,16.3,100.67,10.6,5.5,4.2,7.6,21.9,19.9,68.4,66.9,100.0,68.1,42.9,13.3,16.7,50.0,52.400000000000006,68.4,64.5,37.0,20.0,0.0,0.0,22.2,0.0,0.0,1.1,0.85,1.1,1.57,0.46,25.5,0.4,23.799999999999997,0.0,16.0,0.0,0.0,0.0,0.0,0.0,990.0,9.4,1.1,1.24,0.0,0.0,0.0,1.3,1.02,1.1,0.93,2.1,1.2,66.7,68.4,31.1,50.0,38.7,46.5,44.7,0.0,0.0,0.0,12.9,39.1,11.700000000000001
285,Allen Crabbe,203459.0,1610612750.0,MIN,37.0,17.6,77.0,212.0,Guard-Forward,7.4,1.4,10.0,5.4,47.5,12.2,106.11,4.6,10.5,62.8,7.6,5.8,19.2,20.9,66.7,100.0,85.7,0.0,37.5,0.0,57.099999999999994,0.0,0.0,64.7,100.0,0.0,33.300000000000004,0.0,50.0,0.0,25.0,2.3,1.02,0.5,1.44,0.58,9.0,0.818,44.4,9.1,18.2,9.1,0.0,0.0,0.0,0.0,70.0,5.1,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.2,60.9,34.599999999999994,36.7,28.599999999999998,35.5,31.900000000000002,0.0,0.0,0.0,15.2,5.5,3.3000000000000003
286,De'Aaron Fox,1628368.0,1610612758.0,SAC,51.0,32.0,75.0,185.0,Guard,34.8,2.1,11.1,6.5,54.4,28.7,101.69,12.2,7.1,14.8,18.5,22.8,18.8,55.3,14.5,60.0,20.7,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.91,6.9,5.18,4.82,2.5,0.563,30.8,0.0,18.8,0.0,0.0,0.0,0.0,0.0,100.0,14.299999999999999,4.6,1.1,0.0,0.0,0.0,0.4,0.57,0.0,0.0,0.3,1.18,0.0,72.2,0.0,0.0,0.0,30.0,43.8,0.0,0.0,0.0,28.499999999999996,18.9,4.0
287,Derrick Favors,202324.0,1610612740.0,NOP,51.0,24.4,81.0,265.0,Forward,10.5,12.4,26.0,19.2,63.1,14.7,103.61,13.4,2.9,0.9,7.3,9.4,10.0,86.8,73.2,100.0,73.4,47.4,40.0,50.0,100.0,0.0,100.0,50.0,50.0,50.0,50.0,33.300000000000004,27.3,0.0,40.0,0.3,0.64,1.0,1.34,0.29,19.8,0.429,21.4,4.8,28.599999999999998,0.0,0.0,0.0,0.0,0.0,509.99999999999994,10.4,0.5,1.42,0.0,0.0,0.0,1.4,1.02,0.4,1.07,1.8,1.15,66.7,71.0,28.599999999999998,47.4,22.2,46.400000000000006,44.6,0.0,0.0,0.0,15.5,35.699999999999996,7.8
288,Elfrid Payton,203901.0,1610612752.0,NYK,45.0,27.7,75.0,195.0,Guard,34.0,3.9,12.6,8.0,46.0,18.7,100.64,11.1,8.6,12.0,7.7,8.6,18.3,70.9,18.7,85.7,24.8,56.3,41.0,34.599999999999994,66.9,52.800000000000004,59.0,70.89999999999999,40.300000000000004,28.9,36.4,71.39999999999999,40.699999999999996,0.0,44.800000000000004,1.7,0.71,6.0,4.84,4.47,5.800000000000001,0.667,30.0,8.3,16.7,8.3,0.0,0.0,0.0,0.0,1080.0,11.3,1.9,0.84,0.0,0.0,0.0,0.7,0.92,0.0,0.0,0.6,1.19,52.1,62.8,41.199999999999996,38.0,49.5,41.4,41.0,33.300000000000004,33.300000000000004,50.0,33.2,14.399999999999999,5.4
289,Jared Dudley,201162.0,1610612747.0,LAL,45.0,8.1,78.0,237.0,Forward,8.6,1.7,10.7,6.5,59.3,8.1,98.87,5.6,3.4,82.8,0.0,3.4,20.7,10.3,100.0,100.0,100.0,50.3,41.099999999999994,42.699999999999996,57.099999999999994,42.699999999999996,61.8,65.0,47.9,42.9,50.0,40.0,37.2,0.0,45.0,0.0,0.0,0.3,1.38,0.48,4.6,0.615,30.0,7.7,15.4,7.7,0.0,0.0,0.0,0.0,1300.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,62.5,37.2,38.4,36.4,35.0,33.900000000000006,40.9,0.0,0.0,23.400000000000002,7.5,4.8
290,D'Angelo Russell,1626156.0,1610612750.0,MIN,45.0,32.3,76.0,193.0,Guard,34.2,1.2,9.9,5.4,56.1,31.1,103.47,12.7,16.7,46.4,14.8,14.6,13.7,22.2,26.1,59.4,40.8,29.2,33.7,22.2,68.4,100.0,66.7,61.7,22.6,16.7,52.400000000000006,34.8,25.4,0.0,43.2,1.7,1.23,5.7,4.15,3.58,6.6000000000000005,0.571,33.300000000000004,0.0,14.299999999999999,0.0,0.0,0.0,0.0,0.0,190.0,6.1,3.1,1.05,0.0,0.0,0.0,0.4,1.39,0.0,0.0,0.0,0.0,62.1,63.0,38.6,32.0,49.5,40.300000000000004,31.8,0.0,0.0,0.0,18.5,9.0,4.3
291,Dzanan Musa,1629058.0,1610612751.0,BKN,40.0,12.2,81.0,217.0,Guard-Forward,11.6,4.2,11.2,7.7,46.7,18.7,104.85,6.6,0.0,30.4,15.5,22.3,24.3,47.3,62.9,86.7,70.0,53.300000000000004,24.4,43.2,50.0,0.0,33.300000000000004,69.39999999999999,44.1,40.0,33.300000000000004,30.0,21.099999999999998,100.0,31.6,1.8,0.73,0.8,2.67,2.13,28.999999999999996,0.444,25.0,11.1,22.2,0.0,0.0,0.0,0.0,0.0,190.0,7.6,1.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.62,64.60000000000001,60.099999999999994,33.0,44.4,42.6,34.1,31.1,0.0,0.0,0.0,21.099999999999998,2.0,5.1
292,Karl-Anthony Towns,1626157.0,1610612750.0,MIN,35.0,33.9,83.0,248.0,Center-Forward,21.0,7.5,24.0,15.5,64.2,27.8,104.69,16.8,2.8,36.9,3.8,19.4,12.3,40.8,50.5,81.6,61.7,50.0,65.0,45.5,72.7,0.0,80.0,70.0,38.9,55.60000000000001,50.0,66.7,83.3,0.0,53.300000000000004,4.2,1.27,2.3,2.01,0.79,26.3,0.7,37.5,10.0,10.0,10.0,0.0,0.0,0.0,0.0,229.99999999999997,9.0,2.1,1.07,0.0,0.0,0.0,1.3,0.91,4.7,0.95,2.2,1.42,62.2,60.8,47.4,37.8,36.4,32.6,34.300000000000004,0.0,0.0,0.0,16.7,34.1,3.4000000000000004
293,Kenrich Williams,1629026.0,1610612740.0,NOP,39.0,21.3,78.0,210.0,Guard-Forward,8.8,5.6,15.8,10.5,43.0,9.0,103.55,5.4,1.5,56.8,18.2,6.8,19.7,34.8,66.7,96.0,81.6,43.9,41.0,37.8,65.3,54.50000000000001,52.0,66.3,41.0,33.300000000000004,36.8,39.300000000000004,41.4,0.0,38.3,2.6,0.7,0.8,1.52,0.82,1.4000000000000001,0.438,18.8,6.3,0.0,6.3,0.0,0.0,0.0,0.0,450.0,7.6,0.9,1.06,0.0,0.0,0.0,1.1,0.92,0.0,0.0,0.3,0.92,64.9,64.3,38.6,40.1,34.2,37.5,34.1,27.3,50.0,0.0,21.099999999999998,24.7,6.5
294,Luke Kornet,1628436.0,1610612741.0,CHI,36.0,15.5,86.0,250.0,Forward-Center,8.1,3.8,12.0,7.7,53.8,16.3,101.63,7.4,1.0,42.9,5.2,9.5,21.4,46.7,86.0,100.0,91.3,45.800000000000004,35.199999999999996,44.9,56.599999999999994,100.0,55.300000000000004,57.099999999999994,42.9,42.1,26.5,36.8,36.3,0.0,33.0,1.6,0.88,0.5,1.49,0.61,7.199999999999999,0.6,28.599999999999998,10.0,20.0,0.0,0.0,0.0,0.0,0.0,390.0,7.6,0.5,0.9,0.0,0.0,0.0,0.7,1.04,0.0,0.0,0.4,1.0,64.9,63.0,44.800000000000004,42.3,38.9,39.2,35.3,20.0,0.0,0.0,10.100000000000001,60.5,5.4
295,Marc Gasol,201188.0,1610612761.0,TOR,44.0,26.4,83.0,255.0,Center,16.4,3.0,18.2,11.0,55.1,12.7,101.81,9.3,2.9,55.1,4.0,9.6,17.3,32.4,64.6,100.0,82.7,47.699999999999996,42.199999999999996,39.7,46.2,0.0,80.0,55.300000000000004,26.900000000000002,50.4,38.9,33.300000000000004,38.5,0.0,37.0,2.0,1.21,1.3,1.41,0.34,5.800000000000001,0.316,22.2,5.3,47.4,5.3,0.0,0.0,0.0,0.0,1200.0,11.899999999999999,1.1,1.24,0.0,0.0,0.0,0.6,0.65,1.0,0.82,0.0,0.0,66.5,58.4,43.3,36.5,42.1,41.099999999999994,35.6,15.4,0.0,0.0,14.799999999999999,32.2,15.5
296,Paul Millsap,200794.0,1610612743.0,DEN,51.0,24.3,79.0,257.0,Forward,9.1,7.9,16.0,11.9,59.4,19.8,97.8,11.3,6.1,26.2,10.4,21.9,11.6,45.8,62.7,100.0,72.1,48.8,36.3,41.9,63.6,33.300000000000004,52.6,59.8,40.699999999999996,46.6,32.800000000000004,32.4,35.9,0.0,32.6,2.5,1.17,1.3,2.22,1.14,5.2,0.455,28.599999999999998,9.1,27.3,9.1,0.0,0.0,0.0,0.0,850.0,12.1,1.4,1.38,0.0,0.0,0.0,0.5,0.74,1.7,0.9,1.0,0.94,73.6,65.7,38.3,35.8,39.7,35.9,35.4,47.099999999999994,20.0,0.0,19.1,30.599999999999998,10.299999999999999
297,Paul George,202331.0,1610612746.0,LAC,48.0,29.6,80.0,220.0,Forward,20.8,1.4,17.5,9.7,57.8,30.2,103.23,14.5,12.2,45.1,12.6,19.2,16.1,23.5,34.1,67.6,49.4,31.3,25.3,30.0,60.0,0.0,100.0,56.39999999999999,42.9,25.0,34.8,38.1,17.599999999999998,0.0,36.4,2.5,1.13,3.2,3.55,2.89,5.0,0.417,20.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,420.0,7.9,2.7,1.08,0.0,0.0,0.0,0.0,0.0,1.1,0.79,0.0,0.0,65.7,58.599999999999994,43.5,33.6,40.2,41.099999999999994,35.4,100.0,0.0,0.0,29.099999999999998,13.5,10.9
298,Quinn Cook,1626188.0,1610612747.0,LAL,44.0,11.5,73.0,180.0,Guard,14.1,1.7,7.2,4.6,52.1,19.5,102.59,8.0,19.9,40.4,16.4,3.5,15.8,36.3,33.3,78.3,47.9,30.5,36.8,28.299999999999997,45.7,50.0,77.8,46.5,34.5,28.1,29.599999999999998,33.900000000000006,37.6,0.0,31.900000000000002,1.1,1.11,1.2,4.23,4.35,11.0,0.417,18.2,0.0,8.3,0.0,0.0,0.0,0.0,0.0,340.0,7.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.9,57.199999999999996,38.2,42.199999999999996,41.099999999999994,37.5,31.8,28.599999999999998,0.0,6.3,14.499999999999998,2.9000000000000004,5.7
299,Terance Mann,1629611.0,1610612746.0,LAC,41.0,8.8,77.0,215.0,Guard-Forward,18.5,1.4,9.8,5.7,47.2,10.9,106.91,4.8,0.0,16.1,14.3,16.1,30.4,67.9,26.3,100.0,36.4,41.699999999999996,40.9,38.5,72.5,0.0,64.3,64.60000000000001,37.1,43.7,41.699999999999996,36.7,37.9,0.0,39.2,0.0,0.0,1.1,4.42,3.85,2.3,0.4,12.5,10.0,10.0,10.0,0.0,0.0,0.0,0.0,400.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.7,58.099999999999994,42.4,39.4,41.9,41.9,32.2,31.6,25.0,0.0,19.0,14.7,4.3
300,Aron Baynes,203382.0,1610612756.0,PHX,42.0,22.2,82.0,260.0,Center-Forward,12.3,7.0,17.8,12.3,58.2,19.8,103.28,9.6,1.6,33.3,4.5,11.6,8.5,53.4,75.0,100.0,82.2,33.300000000000004,12.5,37.5,100.0,0.0,0.0,100.0,0.0,66.7,50.0,0.0,11.1,0.0,50.0,2.3,0.88,0.9,1.43,0.32,19.2,0.267,11.1,6.7,33.300000000000004,6.7,0.0,0.0,0.0,0.0,110.00000000000001,10.2,0.5,1.38,0.0,0.0,0.0,0.7,0.86,1.2,1.11,1.2,1.0,54.50000000000001,56.699999999999996,44.4,37.5,0.0,41.199999999999996,48.1,0.0,0.0,0.0,7.8,36.5,4.7
